_id,name,title,slug,order,description,pageDescription,metaKeywords,relatedCategories,parent
1104109730,Telehealth Forms,Telehealth Forms,telehealth-forms,0,"Collect medical data online with free Telehealth Forms. Gather patient health records, fee payments, informed consent, and more. Opt for HIPAA compliance.","<p>Telehealth forms help healthcare practices schedule virtual appointments with patients and collect medical records, informed consent, fee payments, and other important health data online. Whether youâ€™re part of a doctorâ€™s office, teletherapy practice, or dermatology center, you can use Jotformâ€™s free telemedicine forms to securely gather important patient information and diagnose conditions through your website. Simply choose a readymade form template from the list below, customize it to match your practice by adding your logo and updating form fields, then embed it in your website or share it via email to start collecting info online.</p><p>To keep sensitive health data protected, be sure to sign up for <a href=""https://www.jotform.com/hipaa/"" target=""_blank"">HIPAA compliance</a> by signing a Business Associate Agreement (BAA). You can even automatically send form submissions to other platforms youâ€™re already using, like Google Calendar, Dropbox, Google Drive, and more. Jotform offers an all-in-one solution to collect important info from your patients online â€” so take your telemedicine practice to the next level with our free Telehealth Forms.</p>",Telehealth Forms,"",4f857176ceae3f361d000000
1110498536,Informed Consent Forms,Informed Consent Forms,informed-consent-forms,0,Use e-signatures to collect informed consent online with our free Informed Consent Form templates. Great for telemedicine. Easy to customize and share with patients.,"<p>Informed consent forms are used by health and telehealth organizations to inform patients of the risks associated with a particular medical treatment and have them provide a signature to give their informed consent. To make the switch to telemedicine and <a href=""https://www.jotform.com/products/sign/"" target=""_blank"">collect e-signatures</a> and informed consent online, choose a free Informed Consent Form template from the options below, customize it to include terms and conditions relevant to your practice, and share it with your patients to collect signed consent forms from any device. All submissions are stored securely in your Jotform account, easy to view online or convert to printable PDFs.</p><p>No matter what field youâ€™re in, our Informed Consent Forms can be customized to match your organization. Use our drag-and-drop Form Builder to add your logo, change fonts and colors, include helpful widgets, or connect with <a href=""https://www.jotform.com/integrations/"" target=""_blank"">100+ integrations</a>. Be sure to upgrade for HIPAA compliance to keep sensitive health information protected. Seamlessly collect consent forms and e-signatures with our free online Informed Consent Forms!</p>",Informed Consent Forms,"",4f854c5a365599ea2c000022
1111093528,Virtual Event Forms,Virtual Event Forms,virtual-event-forms,0,"Host a virtual event and register attendees online! Free virtual event registration form templates for your company. Customize, embed, and integrate. No coding.","<p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Hosting a virtual event? Register attendees online with our free Virtual Event Registration Forms! Select a template below that best fits your needs, customize it with our easy-to-use Form Builder, and embed it in your website or share it via email or social media to start accepting online registrations. Guests can easily enter their personal and contact information, request accommodations, provide electronic signatures, and submit payments if necessary. Submissions will instantly appear in your JotForm account, easily accessible on any device by you and your event staff.</p><br><p dir=""ltr"" style=""line-height:1.38;margin-top:0pt;margin-bottom:0pt;"">Get guests excited for your virtual event by customizing your Virtual Event Registration Form with our drag-and-drop Form Builder. Without any coding, you can easily add more form fields, upload images and gifs, and change the fonts and colors to match your event theme or company branding. You can even integrate with your favorite apps and sync submissions to those accounts â€” making it easy to store registration information in your cloud storage account, add new contacts to your email list, and more! And if you need to accept registration fees, simply integrate with your preferred payment processing app â€” JotForm offers more than 30 to choose from including Square, PayPal, Stripe, and Authorize.Net for seamless online payment processing. Donâ€™t cancel your events â€” host them online and build your guest list with JotFormâ€™s Virtual Event Registration Forms!</p>",Virtual Event Forms,"",4f854c5a365599ea2c000002
1147515940,Salon Forms,Salon Forms,salon-forms,0,"Free online forms for salons and spas. Templates for consent forms, client intake forms, appointment forms, and more. Easy to customize. No coding required.","<p>Whether your salon provides haircuts, waxing services, or skincare treatments, our free Salon Forms will make it easier to onboard new clients and help protect you and your staff as your business reopens. To get started, simply select a template below that best suits your needs, customize it to match your needs and branding, and embed it in your website or send it to clients directly to gather their consent online. Clients can enter their contact information, schedule appointments, read your terms and conditions, answer questions regarding their medical history, and provide their digital signature from any device. Youâ€™ll instantly receive submissions, easy to view, download, convert into PDFs, and print from your secure JotForm account.</p><p>Customize your Salon Form to match your barbershop, hairdresser, or beauty shop with our easy-to-use Form Builder â€” no coding required! Just drag and drop form fields and images, edit the text to include your salonâ€™s policies, and even change the fonts and colors to match your branding. And if youâ€™d like to store submissions in your other online accounts, such as G Suite, Dropbox, or Airtable, do it automatically with our 100+ free apps and integrations! Whether you need client intake forms, consent forms, or appointment forms for your spa or salon, treat yourself to our selection of online salon form templates to help you take care of business.</p>","salon, beauty,barber,hair dresser,hair","",""
1153217229,Botulinum Toxin Forms,Botulinum Toxin Forms,botulinum-toxin-forms,100,"Get client intake and appointments for botox injections at your clinic or salon. Free, customizable form templates. Easy to embed and fill out. No coding.","Botulinum toxin (more commonly known as â€œbotoxâ€) is a cosmetic drug used for temporarily reducing wrinkles and facial creases. If your salon or clinic offers botox injections, get clients registered and scheduled for their appointments with our free Botox Form Templates. Simply select the readymade template that best suits your needs, use our Form Builder to customize it for your clinic, and embed it on your website or send it to clients directly to start collecting responses.<p>With our easy-to-use Form Builder, you can easily customize any of our Botox Form Templates to better match your branding and business needs. Add form fields, graphic elements, widgets, and integrations with 100+ apps without any coding! Submissions will be received instantly and stored in your easily accessible JotForm account, ready to view in JotForm Inbox or JotForm Tables. You can even create your salonâ€™s own app with JotForm, making it easier to manage forms and submissions from any mobile device. Take the pain out of the paperwork for botox injections with our free, customizable Botox Form Templates for salons.</p>",Botulinum Toxin Forms,"1159504537,1159536845,1147515940",1147515940
1154153431,CAHPS Surveys,CAHPS Surveys,cahps-surveys,0,Improve patient experience for your healthcare organization with CAHPS and HCAHPS surveys. Free surveys for patient feedback. Easy to customize and embed. HIPAA compliance option. No coding.,"<p>CAHPS (Consumer Assessment of Healthcare Providers and Systems) surveys are used by healthcare organizations to gather feedback from patients at multiple levels of their health service system and advance the scientific understanding of patient experience. If youâ€™re a medical provider, our free CAHPS Survey Templates will allow your patients to record and evaluate their experiences online. Select a CAHPS survey template below and embed it on your website or send it to patients after their visit to get feedback about their experience with your medical facility. Using their computer or mobile device, patients can enter their contact information, answer survey questions, and rate their interactions with staff on formal standards.</p><p>It is important to mention that none of the CAHPS templates are editable due to AHRQ policies. AHRQ allows making CAHPS surveys only in the condition of not making any changes to the questions and design. What Jotform offers from its form building capabilities is to store survey responses in your other online accounts, such as Google Drive or Dropbox automatically with 100+ free apps and integrations. You can also protect sensitive health data with our HIPAA compliance option, available with a plan upgrade. With a CAHPS survey, you can work closely with the AHRQ (Agency for Healthcare Research and Quality) and get the feedback you need to improve the patient experience at your medical facility.</p>","CAHPS Surveys,HCAHPS","",4f857176ceae3f361d000000
1159504537,Dermal Filler Forms,Dermal Filler Forms,dermal-filler-forms,0,"Streamline scheduling and get consent for dermal filler injections. Free form templates for salons and clinics. Easy to customize, embed, and fill. No coding.","Dermal fillers are injectable substances used for cosmetic treatments such as wrinkle reduction, lip plumping, and scar fading. If your clinic or salon offers dermal filler injections, get client intake and appointments with ease using our free Dermal Filler Forms. Simply select one of our readymade templates to customize with our Form Builder and publish it on your website or share it with clients via email to get started. 

Make modifications to your Dermal Filler Form in just a few clicks with our drag-and-drop Form Builder. All you have to do is drag and drop to add form fields, images, widgets, email notifications, and integrations with 100+ popular apps. Youâ€™ll receive submissions instantly, ready to view in JotForm Inbox, organize in JotForm Tables, and respond to via JotForm Approvals. Streamline scheduling and signatures for dermal filler sessions with our free Dermal Filler Forms for salons and clinics.",Dermal Filler Consent and Treatment Forms,"1153217229,1159536845,1147515940",1147515940
1159536845,Makeup Forms,Makeup Forms,makeup-forms,0,"Create makeup forms for your beauty salon. Drag and drop to customize a free template in seconds. No coding required. Collect e-signatures, payments, and more!","Need to collect client information for your beauty salon or makeup services? JotFormâ€™s free Makeup Forms let you collect makeup consultation forms, consent forms, and other types of makeup forms from any device. Just select a form template below and customize it to match your business â€” then embed it in your website, share it with a link, or have clients fill it out on your salonâ€™s tablet, computer, or smartphone. You can even collect e-signatures and convert submissions into PDF documents automatically.

Make your Makeup Consultation and Consent Forms look as good as your makeup with our drag-and-drop Form Builder â€” no coding required. Feel free to add an appointment booking field to your makeup forms, collect payments via 30+ payment processor integrations, or upload your logo and change fonts and colors for a personalized touch. With JotFormâ€™s free online Makeup Consultation and Consent Forms, you can seamlessly gather the info you need without the need for messy, time-consuming paper forms.",Makeup Consultation and Consent Forms,"1153217229,1159504537,1147515940",1147515940
1186092741,Peer Feedback Forms,Peer Feedback Forms,peer-feedback-forms,0,Collect feedback from your peers on any device. Easy-to-customize online form templates. Share or embed in your site with no coding. Connect with 100+ integrations.,"<p>Whether you need feedback on employee performance reviews or a group project, gather the data you need with JotFormâ€™s free online Peer Feedback Forms. Start by choosing a free template below and customizing it with no coding required â€” then embed the form in your website or share it with a link to start collecting feedback from your peers on any device. All responses are stored in your secure JotForm account.</p><p>Feel free to add more questions, choose new fonts and colors, or upload photos with our drag-and-drop builder. If youâ€™d like to analyze feedback to reveal important insights, create reports instantly with JotForm Report Builder â€” or send feedback to other accounts automatically with 100+ readymade integrations! Switch from time-consuming paper forms or emails and collect feedback more efficiently with free Peer Feedback Forms from JotForm.</p>",Peer Feedback Forms,"",4f854c5a365599ea2c000013
1186404536,Parent Feedback Forms,Parent Feedback Forms,parent-feedback-forms,0,Collect and evaluate parent feedback from any device. Customize a free feedback form template with no coding required. Analyze feedback to improve your teaching.,"<p>Parent satisfaction is just as important as student satisfaction â€” but you need feedback in order to achieve it. With Jotformâ€™s free Parent Feedback Forms, you can collect and evaluate feedback to create a better school environment and boost motivation and productivity! Just select a free parent feedback form template below, customize the questions and form design, and share it with a link or embed it in your schoolâ€™s website to start receiving feedback from any device.</p><p>Itâ€™s easy to customize our Parent Feedback Forms. Drag and drop to add your school logo, update fonts and colors, add new questions, and customize your template further with no coding required. Once youâ€™ve collected feedback, you can even generate a visual report with Jotform Report Builder to expertly analyze your survey data and identify ways to improve your classroom! Get the feedback you need to provide a top-notch education experience for students and parents alike with Jotformâ€™s free Parent Feedback Forms.</p>",Parent Feedback Forms,"",4f854c5a365599ea2c000013
1186661137,Travel Feedback Forms,Travel Feedback Forms,travel-feedback-forms,0,"Create feedback forms for your travel agency, resort, and more. Drag-and-drop Form Builder. Easy to customize, fill, and publish. No coding required.","<p>The success of tourism largely depends on tourists willing to give feedback about their stay and experience. Whether you work in a travel agency, manage a camp or resort, or work with tourists regularly, our free Travel Feedback Forms will help you gather the feedback you need from clients to improve your program. Simply select the template that closely matches your needs and customize it using our Form Builder in just a few clicks. When youâ€™re done, send it directly to customers via email, or share it on your website to collect anonymous feedback.</p><p>Make your Travel Feedback Form stand out by customizing it to fully match your branding with our Form Builder. No coding necessary â€” just drag and drop to add questions and rating scales, update form fields, upload images, change fonts and colors, and more. Jotform also offers integrations with 100+ platforms, so you can store feedback directly into your cloud storage account, CRM, spreadsheets, and more! Youâ€™ll also be able to view submissions in Jotform Tables, easy to access and share from any device. Find out how you need to improve with custom Travel Feedback Forms for your travel agency or program.</p>",Travel Feedback Forms,"",4f854c5a365599ea2c000013
1187477143,Service Feedback Forms,Service Feedback Forms,service-feedback-forms,990,"Gather feedback from customers or clients. Great for restaurants, salons, and more. Easy to customize and share. No coding needed. Collect responses on any device.","<p>Gather feedback to improve your services, better retain customers, and boost your profits! With JotFormâ€™s free Service Feedback Forms, you can get feedback from customers or clients through a seamless online form that works great on any device. To get started, choose a free template below. Then customize it with JotFormâ€™s drag-and-drop form builder to perfectly match your needs, and share the form with a link or embed it in your site to start collecting responses.</p><p>Add your business logo, include extra questions, and personalize the design to match your branding in a few easy clicks with no coding required. All responses will be stored securely in your JotForm account, ready to view instantly in JotForm Tables as a spreadsheet or separate cards â€” you can even turn feedback into reports automatically with JotForm Report Builder! Ditch paper forms and speed up the way you collect feedback from customers with JotFormâ€™s free Service Feedback Forms.</p>",Service Feedback Forms,"",4f854c5a365599ea2c000013
1187545139,Patient Feedback Forms,Patient Feedback Forms,patient-feedback-forms,0,Collect feedback from patients online. Great for doctorâ€™s offices and other healthcare providers. Customize with no coding. Easy to embed or share. HIPAA option.,"<p>Patient feedback is important to ensure youâ€™re taking good care of your patients. Whether you work at a doctorâ€™s office, dentistâ€™s office, or other healthcare provider, JotFormâ€™s free Patient Feedback Forms can help you collect feedback seamlessly from any device â€” great for telemedicine or in-person services! Start by selecting a free template below and customizing it with our drag-and-drop builder. Then embed the form in your website or share it to patients with a link, and view responses in your secure JotForm account.</p><p>ï»¿</p><p>Feel free to make changes to your chosen Patient Feedback Form template. Drag and drop to add or update questions, upload your logo, or change the form design. All responses are protected with a 256-bit SSL connection and a HIPAA compliance option for healthcare professionals. Once youâ€™ve gathered feedback, you can view it as a spreadsheet or cards in JotForm Tables â€” or even generate reports in JotForm Report Builder! Switch from paper forms to online forms to collect data fast with free online Patient Feedback Surveys.</p>",Patient Feedback Forms,"",4f854c5a365599ea2c000013
1188188951,Event Feedback Forms,Event Feedback Forms,event-feedback-forms,1000,Get feedback from guests on how to improve the next event. Perfect for event planning and management. Easy to customize and share. 100+ integrations. No coding.,"<p>The secret to a successful event? Feedback! No matter what type of event you're hosting, JotForm makes it easy to gather valuable feedback and improve customer satisfaction with our free online event feedback forms. Using online feedback forms, you'll increase the number of responses you receive, helping you to organize a better event and provide better service for next time. To get started, simply choose one of our free event feedback forms to fully customize using our Form Builder â€” no coding necessary. Just drag and drop to get the look you want!</p><p>Once you've selected your Event Feedback Form Template, use our Form Builder to add questions and rating scales, update terms and conditions, include event branding and images, and more. You can even integrate your form with 100+ apps including Airtable, Slack, monday.com, Google Drive, Dropbox, and more submissions will automatically appear exactly where you need them. When you're done customizing, share your event feedback form by emailing it to guests directly, using our assign form feature, and setting up reminder emails. You'll be able to view responses in your easily-accessible JotForm Tables from any device and share them with other event staff for seamless collaboration. Make your next event even better with easy-to-fill online event feedback forms!</p>",Event Feedback Forms,"",4f854c5a365599ea2c000013
1188190742,Teacher Feedback Forms,Teacher Feedback Forms,teacher-feedback-forms,0,Gather teacher feedback from your students. Easy-to-customize online forms that work on any device. No coding required. Analyze feedback to improve your classroom.,"<p>Get the feedback you need to create better teachers at your school. Whether youâ€™re a school administrator or a teacher yourself, Jotformâ€™s free online Teacher Feedback Forms can help you find out what students think of their instruction and use the feedback to give them a better education experience. Choose a form template below and customize the questions or keep it as is â€” then share the form with a link or embed it in your site to collect responses from any device.</p><p>Want to customize your chosen Teacher Feedback Form template? Jotformâ€™s drag-and-drop builder lets you add new questions or form fields, include photos or logos, and change fonts and colors in a few easy clicks. Once you gather your feedback, youâ€™ll be able to view it all in Jotform Tables as a spreadsheet or easy-to-read cards. You can even generate feedback reports automatically! Make improvements for your students with the help of Jotformâ€™s Teacher Feedback Forms.</p>",Teacher Feedback Forms,"",4f854c5a365599ea2c000013
1188191238,Real Estate Feedback Forms,Real Estate Feedback Forms,real-estate-feedback-forms,0,"Gather valuable insights to improve your real estate business with online forms. Increase the number of responses you receive, store this data more organized and get meaningful insights.","Looking for a way to improve your real estate business? Here is a simple yet highly effective solution: Feedbacks! Gather valuable insights to improve your customer experience with online forms. Online feedback forms provide you with the capability to easily reach your customers through several channels such as their email addresses, through your website, via QR code or by a direct link. You can increase the number of responses you receive and store this data in a more organized structure. Get meaningful insights using JotFormâ€™s advanced data storing and management capabilities. 

Simply choose one of the Real Estate Feedback Form Templates that best matches your purpose of collecting feedback. Then customize the template with not a single line of code required. Drag and drop questions, add rating scales, ask what to improve. Customize the design fully to match your own branding, add images, videos and more. Integrate with 100+ apps including Airtable, Slack, monday.com, Google Drive, Dropbox, and more submissions will automatically appear exactly where you need them.",Real Estate Feedback Forms,"",4f854c5a365599ea2c000013
1188298448,Open House Feedback Forms,Open House Feedback Forms,open-house-feedback-forms,0,Gather feedback from your open house events. Works great on any device. Ideal for real estate agents. Save time by switching from paper forms to online forms.,"<p>Gather feedback for your open house events with free online Open House Feedback Forms! Ideal for real estate agents, JotFormâ€™s online feedback forms let you receive contact details and visitor feedback seamlessly from any device. Just select the template that most closely matches your needs, customize it to match your branding with no coding required, and share or embed it in your website to start collecting responses. You can also have guests fill it out in person on your tablet or mobile device.</p><p>ï»¿Make changes to your Open House Feedback Form template with our drag-and-drop builder. Add your company logo, include more questions, change fonts and colors, and more in a few easy clicks! You can even generate feedback reports instantly with JotForm Report Builder and send responses to other platforms automatically with 100+ free integrations. Switch from paper forms to online forms and be more efficient with JotFormâ€™s free Open House Feedback Forms.</p>",Open House Feedback Forms,"",4f854c5a365599ea2c000013
